codice esercizio,PROVINCIA,COMUNE,CATEGORIA,DENOMINAZIONE,name,operator,LOCALITA,FRAZIONE,INDIRIZZO 1,INDIRIZZO 2,CAP,TELEFONO,CELLULARE,FAX,EMAIL,SITO,N_CAMERE,N_POSTI_LETTO,N_BAGNI,oh,PERIODO_APERTURA 1,PERIODO_APERTURA 2,PERIODO_APERTURA 3,PERIODO_APERTURA 4,PERIODO_APERTURA 5,PERIODO_APERTURA 6,PERIODO_APERTURA 7,PERIODO_APERTURA 8,lat,lng
2601,TRIESTE,TRIESTE,-,Katinando di Pugliatti Ferdinando,Katinando ,Pugliatti Ferdinando,-,-,Via Como,14,34100,+39 040 3220973,+39 338 9794455,+39 040 3220973,katinando@libero.it,,1,2,1,"Jan 01 - Jan 24, Feb 01 - Feb 23, Mar 01 - May 31, Jun 01 - Sep 30, Oct 01 - Dec 31",Jan 01 - Jan 24,Feb 01 - Feb 23,Mar 01 - May 31,Jun 01 - Sep 30,Oct 01 - Dec 31,,,,45.7541878,9.1236119
2582,TRIESTE,TRIESTE,-,Le Casite di  Cannavo  Alessandro,,,-,-,Località Cianal,100,34012,,+39 339 8464540,,info@lecasite.com,http://www.lecasite.com,4,8,4,"Jan 01 - Jan 25, Feb 05 - Nov 06, Nov 11 - Dec 31",Jan 01 - Jan 25,Feb 05 - Nov 06,Nov 11 - Dec 31,,,,,,,
42580,TRIESTE,TRIESTE,-,Palazzo Panfilli di Lincetto Silvana,Palazzo Panfilli ,Lincetto Silvana,-,-,Via della Geppa,2,34100,,+39 335 434587,,info@palazzopanfilli.it,http://www.palazzopanfilli.it,3,8,1,"Jan 01 - Jan 10, Jan 29 - Feb 14, Mar 01 - Dec 31",Jan 01 - Jan 10,Jan 29 - Feb 14,Mar 01 - Dec 31,,,,,,45.6555406,13.7727172
2440,TRIESTE,TRIESTE,-,Panorama di Villa Liana,Panorama ,Villa Liana,-,CONCONELLO,Via della Bellavista,77,34151,+39 040 414956,+39 348 3800475,,bruno.cavicchioli@alice.it,http://www.bbpanorama.eu,2,4,1,"Jan 01 - Jan 17, Feb 22 - Nov 12, Nov 19 - Dec 31",Jan 01 - Jan 17,Feb 22 - Nov 12,Nov 19 - Dec 31,,,,,,45.672155,13.7939724
2419,TRIESTE,TRIESTE,-,Priscilla di Kravanja Maria,Priscilla ,Kravanja Maria,-,-,Via Pasquale Revoltella,6,34138,+39 040 395941,+39 3497776298,,kravanja.maria@libero.it,,1,3,1,"Jan 01 - Jan 10, Jan 20 - Feb 20, Mar 01 - May 08, May 12 - Oct 18, Oct 23 - Dec 31",Jan 01 - Jan 10,Jan 20 - Feb 20,Mar 01 - May 08,May 12 - Oct 18,Oct 23 - Dec 31,,,,45.6419375,13.8021821
34940,TRIESTE,TRIESTE,-,Santa Caterina di Vassilich Roberta,Santa Caterina ,Vassilich Roberta,-,-,Via Santa Caterina,9,34100,,+39 335 6868099,,BBS.CATERINA@YAHOO.IT,,3,5,1,"Jan 01 - Jan 31, Feb 02 - Feb 22, Feb 26 - Dec 23, Dec 26 - Dec 31",Jan 01 - Jan 31,Feb 02 - Feb 22,Feb 26 - Dec 23,Dec 26 - Dec 31,,,,,45.6504318,13.7745
48160,UDINE,AIELLO DEL FRIULI,Comfort,La Meridiana di Cristin Claudia,La Meridiana ,Cristin Claudia,-,-,Via Patriarca, 1/a,33041,+39 0431 999818,,,cristinclaudia@libero.it,,2,4,2,Mar 01 - Nov 30,Mar 01 - Nov 30,,,,,,,,,
42560,UDINE,AIELLO DEL FRIULI,-,B & B Casa Medievale Del Mugnaio (1300),,,-,-,Località Novacco,7,33041,+39 0431 973831,+39 347 2603838,+39 0431 973831,antoniocastellaneta@teletu.it,http://casadelmugnaio.wix.com/B&B,2,3,2,Mar 01 - Nov 30,Mar 01 - Nov 30,,,,,,,,45.8596874,13.3428913
47680,UDINE,AQUILEIA,Superior,Casa di Giulia di Comelli Giuliamaria,Casa di Giulia ,Comelli Giuliamaria,-,-,Via Giulia Augusta,21,33051,+39 0431 918742,+39 349 8429796,,info@casadigiulia.it,http://www.casadigiulia.it,3,8,3,"Mar 16 - Oct 31, Nov 01 - Nov 06, Nov 23 - Dec 31",Mar 16 - Oct 31,Nov 01 - Nov 06,Nov 23 - Dec 31,,,,,,45.7742626,13.3655192
2471,UDINE,AQUILEIA,Superior,Casa Gioconda di Sfiligoi Rosanna,Casa Gioconda ,Sfiligoi Rosanna,MONASTERO,-,Via Bolivia,8,33051,+39 0431 91208,+39 339 7868037  340 8541485,,info@casagioconda.it,http://www.casagioconda.it,1,2,1,"Mar 01 - Oct 31, Dec 01 - Dec 31",Mar 01 - Oct 31,Dec 01 - Dec 31,,,,,,,45.7766593,13.3669277
63520,UDINE,AQUILEIA,Superior,Il Giardino di Beleno di Tullio Altan Silvia,,Altan Silvia,-,-,Località Beligna,38,33051,+39 0431 919219,,,staltan@teletu.it,,2,4,2,"Jan 01 - Jan 15, Mar 15 - Oct 15, Nov 15 - Dec 31",Jan 01 - Jan 15,Mar 15 - Oct 15,Nov 15 - Dec 31,,,,,,45.7654612,13.3825404
39320,UDINE,AQUILEIA,Standard,Al Ramo Rosso di Dovier Gabriele,Al Ramo Rosso ,Dovier Gabriele,-,-,Via Livia,3,33051,,+39 338 9502215  380 5246103,+39 0431 917495,ramorosso@libero.it,,2,3,2,"Jan 01 - Jan 07, Feb 17 - Apr 11, Apr 24 - Nov 01, Dec 01 - Dec 31",Jan 01 - Jan 07,Feb 17 - Apr 11,Apr 24 - Nov 01,Dec 01 - Dec 31,,,,,45.76747,13.3650945
45280,UDINE,AQUILEIA,Standard,Casa Disma di Mian Giovanni,Casa Disma ,Mian Giovanni,VILLA RASPA,-,Via Rosa Rosemberg,1,33051,+39 0431 918659,+39 338 8270804,,,,3,6,1,"Mar 01 - May 20, May 25 - Jun 30, Jul 05 - Aug 20, Aug 25 - Oct 30",Mar 01 - May 20,May 25 - Jun 30,Jul 05 - Aug 20,Aug 25 - Oct 30,,,,,45.7766111,13.3729525
46940,UDINE,AQUILEIA,Standard,Casa Maria di Bertogna Maria,Casa Maria ,Bertogna Maria,-,-,Via Rosa Rosemberg,7,33051,+39 0431 918659,,,,,4,8,4,"Jan 10 - Jan 15, Feb 10 - Mar 15, Mar 28 - May 05, May 10 - Jun 30, Jul 05 - Aug 25, Aug 30 - Sep 30, Oct 10 - Nov 15",Jan 10 - Jan 15,Feb 10 - Mar 15,Mar 28 - May 05,May 10 - Jun 30,Jul 05 - Aug 25,Aug 30 - Sep 30,Oct 10 - Nov 15,Dec 20 - Dec 30,45.7766111,13.3729525
46941,UDINE,AQUILEIA,Standard,Casa Norma di Lorenzut Norma,Casa Norma ,Lorenzut Norma,-,-,Via Rosa Rosemberg,19,33051,+39 0431 918664,,,,,4,8,4,"Mar 01 - Mar 28, Apr 01 - Apr 28, May 01 - Jun 28, Jul 01 - Aug 26, Sep 01 - Oct 30",Mar 01 - Mar 28,Apr 01 - Apr 28,May 01 - Jun 28,Jul 01 - Aug 26,Sep 01 - Oct 30,,,,45.7766111,13.3729525
40400,UDINE,AQUILEIA,Standard,La Magnolia di Hughes Margaret Lee,,Margaret Lee,-,-,Via Ruggero Grieco,5,33051,,+39 366 1431406,,lamagnoliabeb@libero.it,,1,2,1,"Jan 01 - Jan 15, Mar 15 - May 15, Jun 01 - Sep 30, Dec 01 - Dec 31",Jan 01 - Jan 15,Mar 15 - May 15,Jun 01 - Sep 30,Dec 01 - Dec 31,,,,,,
46942,UDINE,AQUILEIA,Standard,Tomat Luciano,,,-,-,Via Giulia Augusta,81,33051,+39 0431 91452,,,,,4,8,3,Mar 20 - Sep 20,Mar 20 - Sep 20,,,,,,,,45.7742626,13.3655192
49220,UDINE,AQUILEIA,Comfort,B&B Bassilla di Colpo Giuseppe,B&B Bassilla ,Colpo Giuseppe,-,-,Via Virginia Tonelli,4,33051,+39 0431 919101,+39 348 4056767,,bassilla@alice.it,http://bassilla.altervista.org,2,4,2,"Mar 05 - Oct 16, Dec 05 - Dec 31",Mar 05 - Oct 16,Dec 05 - Dec 31,,,,,,,,
63344,UDINE,AQUILEIA,Comfort,Fata Morgana di Polizzi Adele,Fata Morgana ,Polizzi Adele,-,-,Corso Antonio Gramsci,8,33051,,+39 333 3414018,,bbfatamorgana@gmail.com,,2,4,2,Apr 25 - Dec 31,Apr 25 - Dec 31,,,,,,,,45.7618626,13.3673709
56200,UDINE,ARTA TERME,Superior,Profum di Bosc di Pesamosca Maria Cristina,,Maria Cristina,ARTA TERME,PIANO D ARTA,Via Peressotti,56,33022,+39 0433 92528,,,cristina.pesamosca@gmail.com,,2,4,2,"Feb 08 - Feb 10, Feb 15 - Feb 17, Feb 22 - Feb 24, Mar 01 - Mar 17, Mar 29 - Oct 27, Nov 01 - Nov 03, Nov 29 - Dec 31",Feb 08 - Feb 10,Feb 15 - Feb 17,Feb 22 - Feb 24,Mar 01 - Mar 17,Mar 29 - Oct 27,Nov 01 - Nov 03,Nov 29 - Dec 31,,,
35500,UDINE,ARTA TERME,-,Sot I Volz di Di Ronco Daniela,,Ronco Daniela,-,PIANO D ARTA,Via Peressotti,36,33022,+39 0433 928796,+39 348 0659019,+39 0433 468615,info@sotivolz.it,http://www.sotivolz.it,1,3,1,"Jan 01 - Jan 06, Jan 12 - Jan 14, Jan 19 - Jan 21, Jan 26 - Mar 03, Mar 09 - Mar 11, Mar 16 - Mar 18, Mar 23 - Apr 07",Jan 01 - Jan 06,Jan 12 - Jan 14,Jan 19 - Jan 21,Jan 26 - Mar 03,Mar 09 - Mar 11,Mar 16 - Mar 18,Mar 23 - Apr 07,Apr 13 - Apr 15,,
68300,UDINE,ATTIMIS,Standard,Agane di Cericco Christian,Agane ,Cericco Christian,-,-,Borgo Cancellier,25,33040,+39 4321847986,+39 3388835582,,christian.cericco@hotmail.it,,3,5,1,"Mar 21 - May 22, Jun 03 - Jun 16, Jun 20 - Sep 11, Sep 26 - Oct 30",Mar 21 - May 22,Jun 03 - Jun 16,Jun 20 - Sep 11,Sep 26 - Oct 30,,,,,46.2029079,13.3438622
42440,UDINE,ATTIMIS,-,Al Pettirosso di Martinuzzi Cristina,Al Pettirosso ,Martinuzzi Cristina,Racchiuso,-,Piazza della Chiesa,1,33040,+39 432789038,,+39 432789757,,,3,5,3,"Jan 01 - Jan 31, Feb 16 - Dec 31",Jan 01 - Jan 31,Feb 16 - Dec 31,,,,,,,46.1664239,13.3254449
2511,UDINE,ATTIMIS,-,Casa Giuly di Braidotti Giuliana,Casa Giuly ,Braidotti Giuliana,-,RACCHIUSO,Via Canalutto,33,33040,+39 0432 789294,+39 333 7245729,+39 0432 789294,,,2,3,2,Apr 01 - Oct 30,Apr 01 - Oct 30,,,,,,,,46.1735117,13.3321553
40040,UDINE,ATTIMIS,-,Casa Tiziana di Longato Alessandro,Casa Tiziana ,Longato Alessandro,-,-,Via Campolongo,30,33040,+39 340 2415962,,,,,2,3,2,"Apr 01 - Oct 01, Dec 01 - Dec 31",Apr 01 - Oct 01,Dec 01 - Dec 31,,,,,,,46.1918384,13.3139603
39400,UDINE,BASILIANO,Standard,Villa Anita di Ferrazzutti Anita,Villa Anita ,Ferrazzutti Anita,-,Blessano,Via Damiano Chiesa,107,33031,+39 0432 848745,+39 320 0218972,+39 0432 848745,villanita.08@libero.it,http://www.villanita.com,3,6,2,Mar 01 - Nov 30,Mar 01 - Nov 30,,,,,,,,46.0448685,13.1238052
48500,UDINE,BERTIOLO,Standard,B&B Gil D O di D Olivo Ermenegildo,,Olivo Ermenegildo,-,-,Via Margherita,12,33032,,+39 339 4361865,,info@bebgildo.it,http://www.bebgildo.it,4,8,2,Jan 15 - Dec 15,Jan 15 - Dec 15,,,,,,,,45.9419328,13.0527025
44660,UDINE,BERTIOLO,-,Salvia E Rosmarino di Brisotto Claudia,Salvia E Rosmarino ,Brisotto Claudia,-,-,Piazza Mercato,7,33032,,+39 348 3042180,,snowleagle@yahoo.it,,3,7,3,"Jan 01 - Jan 09, Mar 01 - Nov 09, Dec 20 - Dec 31",Jan 01 - Jan 09,Mar 01 - Nov 09,Dec 20 - Dec 31,,,,,,45.9430823,13.0486584
36340,UDINE,BUJA,-,Cip & Ciop di Calligaro Davide,Cip & Ciop ,Calligaro Davide,-,MADONNA DI BUJA,Via Sopramonte,89,33030,+39 0432 961351,,,bedandbreakfastcipeciop@hotmail.it,http://www.bedandbreakfastcipeciop.it,2,6,2,"Jan 01 - Jan 15, Mar 01 - Nov 01, Dec 15 - Dec 31",Jan 01 - Jan 15,Mar 01 - Nov 01,Dec 15 - Dec 31,,,,,,46.2244819,13.1127581
62922,UDINE,BUTTRIO,Superior,Antica Liscivaia di Todone Francesca,Antica Liscivaia ,Todone Francesca,-,-,Via Tomasoni,3,33042,+39 0432 674022,,+39 0432 683270,francesca.todone@gmail.com,,1,3,1,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,46.0170089,13.3362619
62923,UDINE,BUTTRIO,Superior,Antica Scuderia di  Todone Francesca,,Todone Francesca,-,-,Via Tomasoni,3,33042,+39 0432 674022,,+39 0432 683270,francesca.todone@gmail.com,,2,5,1,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,46.0170089,13.3362619
70500,UDINE,BUTTRIO,Superior,B&B di Tondolo Raffaella,B&B ,Tondolo Raffaella,-,-,Via Rieppi, 29/3,33042,,+39 348 4402818,,raffy.sun@yahoo.it,,1,2,1,"Jan 01 - Oct 31, Dec 01 - Dec 31",Jan 01 - Oct 31,Dec 01 - Dec 31,,,,,,,46.0193598,13.3432967
2571,UDINE,CAMINO AL TAGLIAMENTO,-,Diamante di Diamante Giuseppe,Diamante ,Diamante Giuseppe,-,STRACCIS,Via Caneva,1,33030,+39 0432 919084,+39 338 1726193,,fam.diamante@libero.it,http://www.bedandbreakfastdiamante.it,2,4,2,"Mar 01 - Nov 05, Dec 03 - Dec 31",Mar 01 - Nov 05,Dec 03 - Dec 31,,,,,,,,
2517,UDINE,CAMINO AL TAGLIAMENTO,-,Villa Francesca di Casaril Francesca,Villa Francesca ,Casaril Francesca,-,-,Via Tagliamento,34,33030,+39 0432 919369,+39 339 1550310,+39 0432 919482,info@villafrancesca.org,,3,6,2,"Apr 05 - Apr 10, Apr 20 - Nov 05",Apr 05 - Apr 10,Apr 20 - Nov 05,,,,,,,45.9270775,12.936613
52260,UDINE,CAMPOFORMIDO,Standard,Benvenuti di Venuti Giancarlo,Benvenuti ,Venuti Giancarlo,-,BASALDELLA,Via Cormor,81,33030,+39 0432 237059,,,ciaolaurav27@libero.it,,2,4,2,"Jan 01 - Jan 15, Mar 16 - Jun 16, Jul 01 - Aug 24, Sep 01 - Nov 20, Dec 01 - Dec 31",Jan 01 - Jan 15,Mar 16 - Jun 16,Jul 01 - Aug 24,Sep 01 - Nov 20,Dec 01 - Dec 31,,,,46.0371446,13.2187286
65381,UDINE,CARLINO,Standard,B & B da Simon di Canciani Simonetta,B & B da Simon ,Canciani Simonetta,-,-,Via Nimis,9,33050,+39 0431 67607,+39 338 12340856,,simon.canciani@gmail.com,http://www.bb-dasimon.flazio.com,2,4,1,"Jan 01 - Jan 31, Apr 01 - Oct 31, Dec 01 - Dec 31",Jan 01 - Jan 31,Apr 01 - Oct 31,Dec 01 - Dec 31,,,,,,45.7758145,13.1684867
38860,UDINE,CARLINO,-,B&B da Manu di Zanutta Emanuela Angela,,Emanuela Angela,-,-,Via Grigoletti,13,33050,+39 0431 68068,,+39 0431 68068,info@bbmanuemichi.it,http://www.bbmanuemichi.it,3,6,3,"Jan 01 - Jan 05, Feb 11 - Jun 30, Aug 05 - Dec 14",Jan 01 - Jan 05,Feb 11 - Jun 30,Aug 05 - Dec 14,,,,,,,
38861,UDINE,CARLINO,-,B&B da Michi di Zanutta Michelina,B&B da Michi ,Zanutta Michelina,-,-,Via Grigoletti, 13/A,30050,+39 0431 687131,,+39 0431 687131,info@bbmanuemichi.it,http://www.bbmanuemichi.it,3,6,3,"Jan 01 - Feb 09, Mar 11 - Mar 29, Apr 08 - May 25, Jul 01 - Dec 31",Jan 01 - Feb 09,Mar 11 - Mar 29,Apr 08 - May 25,Jul 01 - Dec 31,,,,,,
64140,UDINE,CASSACCO,Standard,Casa Petris di Ortolan Luisa Cristina,,Luisa Cristina,CASSACCO,RASPANO,Via Palamazi,11,33010,,+39 340 3475828,,luisacris@virgilio.it,,2,5,2,"Jan 01 - Aug 10, Aug 20 - Oct 31, Dec 01 - Dec 31",Jan 01 - Aug 10,Aug 20 - Oct 31,Dec 01 - Dec 31,,,,,,46.1922129,13.1783167
35360,UDINE,CASSACCO,Comfort,Casa Gamberini Vista Castello di Gamberini Gilberto,Casa Gamberini Vista Castello ,Gamberini Gilberto,CASSACCO,-,Via Ellero,14,33010,+39 0432 852273,+39 3479665627,+39 432881617,info@gilbertogamberini.it,,4,8,4,"Jan 21 - Jan 28, Mar 10 - Mar 20, May 06 - May 20, Jul 08 - Jul 19, Sep 09 - Sep 15, Nov 11 - Nov 28",Jan 21 - Jan 28,Mar 10 - Mar 20,May 06 - May 20,Jul 08 - Jul 19,Sep 09 - Sep 15,Nov 11 - Nov 28,,,,
42642,UDINE,CASSACCO,-,Villa Gallici Deciani di Deciani Luigi,Villa Gallici Deciani ,Deciani Luigi,CASSACCO,MONTEGNACCO,Via Gallici,27,33010,+39 0432851487,,+39 0432851487,info@deciani.it,http://www.deciani.it,3,6,3,Jan 15 - Dec 15,Jan 15 - Dec 15,,,,,,,,46.1795675,13.1976012
2377,UDINE,CASTIONS DI STRADA,Superior,Bed&breakfast Basello di Basello Silviano,Bed&breakfast Basello ,Basello Silviano,-,-,Vicolo Cornelio Gallo, 7/B,33050,+39 0432 768743,+39 349 5643223,,basello.e@tiscali.it,http://www.basellosilviano.it,3,6,2,"Jan 01 - Sep 30, Oct 26 - Dec 31",Jan 01 - Sep 30,Oct 26 - Dec 31,,,,,,,45.9083684,13.1867051
50360,UDINE,CAVAZZO CARNICO,Standard,A Li  Dal Cuac di Rulli Mattia,A Li  Dal Cuac ,Rulli Mattia,CAVAZZO CARNICO,-,Via San Rocco,30,33020,,+39 347 4327750     388 7623189,,rullimattia@libero.it,,4,5,1,"Jan 01 - Jan 15, Apr 01 - Nov 15, Dec 15 - Dec 31",Jan 01 - Jan 15,Apr 01 - Nov 15,Dec 15 - Dec 31,,,,,,46.3697556,13.0435029
60540,UDINE,CAVAZZO CARNICO,Standard,Cjase Me di Ceretti Barbara,Cjase Me ,Ceretti Barbara,-,-,Villaggio Navalascia,4,,,+39 3477726918,,bbcjaseme@gmail.com,,2,4,1,Aug 20 - Dec 31,Aug 20 - Dec 31,,,,,,,,46.3537799,13.051515
33760,UDINE,CERCIVENTO,-,In Plait di De Stales William,,Stales William,-,-,Via di Sot,51,33020,,+39 329 6636487  346 5982771,,inplait@yahoo.it,http://www.inplait.com,3,6,3,"Jan 01 - Mar 20, Apr 01 - Apr 25, May 01 - May 25, Jun 01 - Jun 30, Jul 08 - Sep 15, Oct 01 - Oct 20, Nov 01 - Nov 15",Jan 01 - Mar 20,Apr 01 - Apr 25,May 01 - May 25,Jun 01 - Jun 30,Jul 08 - Sep 15,Oct 01 - Oct 20,Nov 01 - Nov 15,Dec 04 - Dec 31,46.5272372,12.9929113
2413,UDINE,CERVIGNANO DEL FRIULI,Superior,Casa Breta di Versolatto Rita,Casa Breta ,Versolatto Rita,-,-,Via Carnia,15,33052,+39 0431 31803,+39 347 3391362,+39 0431 382320,casabreta@tiscali.it,,4,8,4,Mar 01 - Dec 31,Mar 01 - Dec 31,,,,,,,,45.835359,13.3305344
38720,UDINE,CERVIGNANO DEL FRIULI,Superior,Villa Vitas di Vitas Elisabetta,Villa Vitas ,Vitas Elisabetta,-,STRASSOLDO,Via San Marco,3,33052,+39 0431 93083,+39 393 9254294,+39 0431 93101,elisabetta.vitas@libero.it,http://www.villavitas.it,2,6,2,"Jan 01 - Jan 15, Apr 01 - Oct 30, Dec 15 - Dec 31",Jan 01 - Jan 15,Apr 01 - Oct 30,Dec 15 - Dec 31,,,,,,45.8608219,13.3222407
35940,UDINE,CERVIGNANO DEL FRIULI,Standard,A Casa Azzurra di Alice di Salvador Giuliana,A Casa Azzurra di Alice ,Salvador Giuliana,-,-,Via Trieste,94,33052,+39 0431 30552,+39 338 7469658,,salvador.giuliana@gmail.com,,2,3,1,"Jan 01 - Feb 15, Mar 01 - Oct 15, Nov 01 - Dec 31",Jan 01 - Feb 15,Mar 01 - Oct 15,Nov 01 - Dec 31,,,,,,45.8204436,13.3379521
34020,UDINE,CERVIGNANO DEL FRIULI,Standard,A Casa di Rossana di Felicetti Rosanna,A Casa di Rossana ,Felicetti Rosanna,-,-,Via Dante Alighieri,13,33052,+39 0431 32540,+39 329 2670741,,rosanna.felicetti@libero.it,http://www.bbfriuli.it,2,4,2,"May 10 - Sep 20, Oct 30 - Dec 10",May 10 - Sep 20,Oct 30 - Dec 10,,,,,,,45.821803,13.3348954
72081,UDINE,CERVIGNANO DEL FRIULI,Standard,Tortul Patrizia,,,-,-,Via Lung'Ausa,16,33052,,+39 340 9249124,,,,1,2,1,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,,
50900,UDINE,CERVIGNANO DEL FRIULI,-,Ai Glicini di  Buttignon Sandra,,Buttignon Sandra,-,-,Via L. Chiozza,43,33052,+39 0431 909983,+39 346 4310890,,sandrabuttignon@tiscali.it,,2,6,2,Mar 01 - Oct 10,Mar 01 - Oct 10,,,,,,,,45.8219549,13.3513387
72082,UDINE,CERVIGNANO DEL FRIULI,-,Casa Giacinta di Zorzenon Alessandra,Casa Giacinta ,Zorzenon Alessandra,-,-,Via dei Campi,18,33052,,+39 349 2165695,,alessandrasorsenon@gmail.com,,1,2,1,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,45.8171132,13.3366941
49221,UDINE,CERVIGNANO DEL FRIULI,-,Pileria Del Riso,,Del Riso,-,-,Via dei Castelli,21,33052,,+39 388 9255212,+39 0431 19892056,info@castellodistrassoldo.it,http://www.castellodistrassoldo.it,4,4,4,Mar 15 - Nov 15,Mar 15 - Nov 15,,,,,,,,45.8600089,13.323273
33881,UDINE,CIVIDALE DEL FRIULI,Superior,Da Gilberto di Pavan Gilberto,Da Gilberto ,Pavan Gilberto,-,GAGLIANO,Via Gagliano, 40/3,33043,+39 0432 730107,+39 334 9158540,,info@locandadagilberto.it,http://www.locandadagilberto.it,3,8,3,"Jan 01 - Jan 08, Feb 15 - Dec 31",Jan 01 - Jan 08,Feb 15 - Dec 31,,,,,,,46.0742631,13.4354196
51540,UDINE,CIVIDALE DEL FRIULI,Superior,Domus Iulii di Paiani Francesca,Domus Iulii ,Paiani Francesca,-,-,Borgo Poiana,8,33043,,+39 333 6737042  347 7776179 dopo ore 12.00,,domusiulii@alice.it,,4,8,4,"Jan 01 - Feb 03, Feb 09 - Nov 05, Nov 15 - Dec 31",Jan 01 - Feb 03,Feb 09 - Nov 05,Nov 15 - Dec 31,,,,,,,
2567,UDINE,CIVIDALE DEL FRIULI,Superior,La Piccola Fattoria di Pugliese Nadalut Claudia,,Nadalut Claudia,-,GRUPIGNANO,Via Premariacco, 81/83,33043,+39 0432 731605,+39 349 0980657,+39 0432 731605,lapiccolafattoria@alice.it,http://www.lapiccolafattoria.eu,2,4,2,"Jan 01 - Jan 31, Feb 10 - Dec 31",Jan 01 - Jan 31,Feb 10 - Dec 31,,,,,,,46.0873752,13.4166924
59880,UDINE,CIVIDALE DEL FRIULI,Superior,Piccola Corte di Cividale di Zamparo Anna Maria,,Anna Maria,-,-,Piazza San Giovanni, 22/3,33043,,+39 335 7071898,,Piccola.Corte.Cividale@gmail.com,,2,3,2,"Jul 07 - Nov 15, Dec 01 - Dec 31",Jul 07 - Nov 15,Dec 01 - Dec 31,,,,,,,46.095101,13.4317152
58020,UDINE,CIVIDALE DEL FRIULI,Superior,Sot La Mont di Zanutto Valnea,Sot La Mont ,Zanutto Valnea,-,-,Strada di Gradois,60,33043,,+39 328 7117259,,,,3,7,3,,,,,,,,,,46.1096289,13.4567982
55720,UDINE,CIVIDALE DEL FRIULI,Standard,Aurora di Scubla Elisa,Aurora ,Scubla Elisa,-,-,Vicolo San Nicolò,11,33043,,+39 388 1272741,,info@bedandbreakfastcividale.it,http://www.bedandbreakfastcividale.it,2,4,1,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,,
62160,UDINE,CIVIDALE DEL FRIULI,Standard,B. & B. Milena di Aviani Fulvio Mario,,Fulvio Mario,-,-,Via Alcide de Gasperi,7,33043,+39 0432 733459,+39 347 2313594,+39 0432 733459,marioavifu@libero.it,,3,5,2,Nov 21 - Dec 31,Nov 21 - Dec 31,,,,,,,,46.0918294,13.4271015
71524,UDINE,CIVIDALE DEL FRIULI,Standard,Ca Neva di Armellini Gianna,Ca Neva ,Armellini Gianna,-,-,Via San Giorgio, 21/1,,,+39 348 7145178   340 2614461,,gianna.armellini@gmail.com,,4,8,2,Apr 01 - Oct 31,Apr 01 - Oct 31,,,,,,,,46.0821598,13.4274625
2557,UDINE,CIVIDALE DEL FRIULI,Standard,Casa Ivana di Maion Gino,Casa Ivana ,Maion Gino,-,PURGESSIMO,Via Roncuz,6,33043,+39 0432 730036,,,,,2,4,1,Mar 01 - Nov 30,Mar 01 - Nov 30,,,,,,,,46.1018267,13.4777008
33421,UDINE,CIVIDALE DEL FRIULI,Standard,Da Renza di Rossi Bruno,Da Renza ,Rossi Bruno,AL GALLO,-,Via Antonio Mattioni,26,33043,+39 0432 733203,+39 339 4206518,,renzabruno@libero.it,,2,5,1,"Apr 01 - May 30, Jul 01 - Jul 30, Aug 18 - Oct 30",Apr 01 - May 30,Jul 01 - Jul 30,Aug 18 - Oct 30,,,,,,46.0899559,13.4183527
2654,UDINE,CIVIDALE DEL FRIULI,Standard,Il Gelsomino di Dominissini Francesca,Il Gelsomino ,Dominissini Francesca,-,-,Via Matteotti, 11/2,33043,+39 0432 731962,,,,,2,4,1,"Mar 01 - Jun 30, Jul 10 - Aug 25, Sep 15 - Dec 30",Mar 01 - Jun 30,Jul 10 - Aug 25,Sep 15 - Dec 30,,,,,,,
2503,UDINE,CIVIDALE DEL FRIULI,Standard,Le Azalee di Pecorari Danilo,Le Azalee ,Pecorari Danilo,-,RUALIS,Via dei Miani,18,33043,,+39 347 5509280,,,,2,5,1,"Jan 01 - Jan 10, Mar 01 - Oct 31, Nov 30 - Dec 31",Jan 01 - Jan 10,Mar 01 - Oct 31,Nov 30 - Dec 31,,,,,,46.0856168,13.4287132
2634,UDINE,CIVIDALE DEL FRIULI,Standard,Le Margherite di Vogrig Rosina,Le Margherite ,Vogrig Rosina,-,-,Via Michele Leicht,19,33043,+39 0432 733172,,+39 0432 733172,rosinavogrig@gmail.com,,2,4,1,"Mar 26 - Aug 12, Aug 26 - Dec 23",Mar 26 - Aug 12,Aug 26 - Dec 23,,,,,,,46.0963181,13.4401401
2415,UDINE,CIVIDALE DEL FRIULI,Standard,Marisa di Canzutti Marisa,Marisa ,Canzutti Marisa,-,MADRIOLO,Via Purgessimo, 40/1,33043,,+39 348 9205741,+39 0432 700119,ccmarisa@libero.it,,3,6,1,Jan 07 - Dec 24,Jan 07 - Dec 24,,,,,,,,46.094849,13.4509975
33880,UDINE,CIVIDALE DEL FRIULI,Standard,Villa Ester di Simonitti Dea,Villa Ester ,Simonitti Dea,-,GRUPIGNANO,Via Anton Giulio Cavarzerani,39,33043,+39 0432 733324,+39 333 9830787,,villa.ester@alice.it,,2,4,1,"Mar 15 - Oct 31, Dec 01 - Dec 31",Mar 15 - Oct 31,Dec 01 - Dec 31,,,,,,,46.0888482,13.4175201
