codice esercizio,COMUNE,name,operator,INDIRIZZO 1,INDIRIZZO 2,phone,FAX,EMAIL,SITO,N_CAMERE,N_POSTI_LETTO,oh,lat,lng
2432,TARVISIO,Casa Corte Lara,Bortot Maria,Via Alpi Giulie,39,+39 0428 40248;+39 333 5794844,+39 0428 40248,laracorte@virgilio.it,,2,6,"Jan 01 - May 30, Jun 30 - Sep 30, Oct 30 - Dec 31",46.507986,13.5433225
60060,TARVISIO,B&B Boscoverde,Filaferro Nives,Via Cadorna,18,+39 0428 3038;+39 333 1590124,,anfrea.tomasi67@gmail.com,,2,5,"Mar 15 - Apr 15, Jun 01 - Sep 30, Dec 01 - Dec 31",46.4949926,13.6548014
67801,TARVISIO,B&B da Dante,Tosoni Dante,Via Armando Diaz,18,+39 331 5855856;+39 331 5855856,,dante.tosoni@alice.it,,1,2,"Jan 01 - Apr 30, Jun 01 - Sep 30, Dec 01 - Dec 31",46.5058391,13.5663975
2434,TARVISIO,Cristal,Liva Cristina,Via Ferrovia,7,+39 0428 2884;+39 338 2759537,+39 0428 2884,cristina.liva@virgilio.it,http://www.babcristaltarvisio.it,2,5,"Jan 01 - Mar 30, Jun 01 - Sep 30, Dec 01 - Dec 31",46.5072408,13.5985547
2435,TARVISIO,Da Carla,Svetina Carla,Via Gorizia,20,+39 0428 40136;+39 329 1531033,+39 0428 2004,misscharly2002@libero.it,,2,6,"Jan 01 - Apr 30, Jun 01 - Dec 31",46.5018815,13.5885899
2607,TARVISIO,,Ross Selene,Via Friuli,71,+39 347 0366764,+39 0428 2364,delrossselene@googlemail.com,,3,6,"Jan 01 - Apr 30, Jun 01 - Oct 31, Dec 01 - Dec 31",46.5346598,13.6392514
66402,TAVAGNACCO,,,Via Chiavris,12,+39 393 9092799,,chevanton7@gmail.com,,2,6,"Jan 01 - Jan 17, Feb 01 - Feb 28, Mar 15 - Jul 31, Sep 01 - Dec 31",46.09079,13.2026948
54540,TERZO DAQUILEIA,B&B Al Pic De Corone,Lotti Daniele,Via della Fontana,16,+39 0431 30176;+39 349 5840450,,info@alpicdecorone.it,http://www.alpicdecorone.it,3,6,"Mar 01 - Oct 11, Oct 14 - Nov 08, Nov 12 - Nov 15, Nov 19 - Nov 22, Nov 26 - Nov 30, Dec 03 - Dec 13",45.8014457,13.3428813
63680,TERZO DAQUILEIA,Balzano da 4,Ricamo Susanna,Via Ronchi,16,+39 0431 30177;+39 339 6383641,,balzanox4@gmail.com,https://sites.google.com/site/balzanox4,2,5,May 01 - Nov 30,45.7963742,13.3630222
43881,TOLMEZZO,,Orlando Caterina,Via monte Grappa, 74/C,+39 340 7467689,,,,3,4,"Jan 01 - Feb 28, May 01 - Sep 30, Nov 01 - Dec 31",46.4083764,12.9997511
45421,TOLMEZZO,Nel Verde,Marcolini Daniela,Via Romana,20,+39 347 7206352,,scriviadaniela@yahoo.it,,2,4,"Jan 01 - Apr 15, May 01 - Sep 15, Nov 01 - Nov 30, Dec 15 - Dec 31",46.4320453,13.0190003
52280,TOLMEZZO,Da Mamma Lo,Bertuzzi Loretta,Via Monte Sernio,13,+39 0433 2604;+39 338 4737683,,l.bertu@libero.it,,2,4,"Feb 22 - Apr 07, Apr 19 - May 05, May 10 - Sep 29, Oct 25 - Nov 03, Nov 29 - Dec 31",46.4312156,13.0188013
67620,TOLMEZZO,La Mansarda di Gabri,Cosetti Gabriella,Via della Vittoria,19,+39 3498249255,,cosetti@alice.it,,1,2,Jan 01 - Dec 31,46.4100594,13.0129878
65120,TOLMEZZO,,Orlando Daniela,Via Monte Sernio,3,+39 043340971;+39 3349970679,,,,1,2,Jan 01 - Dec 31,46.4312156,13.0188013
2580,TOLMEZZO,Il Cardo,Straulino Elvira,Via Somalia,5,+39 0433 43902;+39 347 3912175,+39 0433 43902,ilcardo@bbcarnia.it,http://www.bbcarnia.it,6,10,"Jan 01 - Jan 07, Feb 02 - Feb 04, Feb 16 - Feb 18, Feb 23 - Feb 25, Mar 09 - Mar 11, Mar 16 - Mar 18, Mar 23 - Nov 02",,
2538,TORREANO,Al Cocolar,Montanino Roberto,Via Kennedy,17,+39 339 8430076,,aritacocolar@libero.it,,1,3,Apr 01 - Oct 31,,
2477,TORREANO,Da Ilva,Iacuzzi Ilva,Via Principale,52,+39 0432 712106,,,,2,4,Apr 01 - Sep 30,46.1267449,13.4296574
2475,TORREANO,,Guerra Luigi,Via Kennedy,41,+39 0432 715384;+39 380  4186002,+39 0432 715248,aziendaagricola@guerraluigi.it,http://www.guerraluigi.it,3,8,Apr 01 - Dec 31,,
2627,TORREANO,Friendship,Wangler Bernadette,Via del Mulino, 25/1,+39 0432 712302,+39 0432 712302,friendship25@alice.it,,2,5,Apr 03 - Jun 06,46.1255068,13.4311863
2539,TORREANO,Marie-therese,Roiatti Walter,Via Zorutti,19,+39 0432 715106;+39 339 4420813,+39 0432 715106,info@marietherese.it,http://www.marietherese.it,3,6,Mar 15 - Oct 30,,
68460,TRASAGHIS,Palar,Latino Adele,Via Napoleonica,7,+39 3401001009;+39 348 5524028,,bebpalar@gmail.com,,3,5,Mar 01 - Oct 31,46.3118258,13.0496497
60681,TRICESIMO,B & B Cuei di Baret,Artico Virgilio,Via Cuol Barbar,9,+39 0432 854533;+39 333 6421817,,tubetti@gmail.com,,2,4,Apr 01 - Oct 15,,
70860,TRICESIMO,,Caselli Federica,Via monte Grappa,15,+39 348 4480742,,fede_caselli@yahoo.it,,2,6,Jan 01 - Dec 31,46.1851804,13.212846
72160,TRICESIMO,La Casa Blu di Monasteto,Agosto Francesca,Via Belvedere,17,+39 0432 854788,,info@francesca-agosto.it,,3,6,Mar 15 - Nov 15,46.1558888,13.2065085
35321,TRICESIMO,Colline Moreniche,Tami Moreno,Via San Giovanni,29,+39 0432 853930;+39 340 6289730,,,,2,5,"Mar 15 - Apr 30, May 15 - May 31, Jun 15 - Jun 30, Jul 05 - Aug 15, Sep 01 - Sep 15, Oct 01 - Oct 31",46.1590259,13.1884284
59700,TRICESIMO,Villa Miotti De Braida,Miotti Giovanni,Via Borgobello,4,+39 0432 883590,,miotti@villamiotti.it,,3,6,Jun 06 - Oct 30,46.1623683,13.2156386
60080,TRIVIGNANO UDINESE,Alla Piazzetta,Cleri Laura,Via Aquileia,1,+39 0432 999262;+39 333 7864412,,laura.paviotti@gmail.com,,3,5,"Jan 01 - Jan 31, Mar 01 - Dec 31",45.9441635,13.3413583
3480,TRIVIGNANO UDINESE,Casa Barnaba - Manin,Komauli Valentina,Via Stretta,1,+39 0432 999528;+39 339 6273057,+39 0432 999528,valentina.komauli@alice.it,http://www.casabarnaba-manin.it,2,6,"Jan 01 - Jan 08, Mar 01 - Nov 30, Dec 16 - Dec 31",45.9288957,13.3325097
51240,UDINE,B & B Al Meriggio,Pitis Giovanni,Via Latisana,41,+39 392 8812742;+39 392 8812742,,bbmeriggio@gmail.com,http://www.bbmeriggio.com,3,6,"Jan 15 - Jul 20, Sep 01 - Dec 15",46.0749419,13.2289171
45841,UDINE,B & B Erica,Pessotto Erica,Via Paolo Fistulario,42,+39 0432 234077,,maxbighammers@libero.it,,2,5,"Mar 01 - Jul 31, Sep 16 - Dec 31",46.0475789,13.2254619
51680,UDINE,C Era Una Volta,Vidoni Ludovica,Via Veneto, 177/11,+39 346 3748706;+39 349 4440480,,ceraunavolta_bb@libero.it,,2,4,"Jan 01 - Oct 31, Nov 12 - Dec 31",46.036476,13.2498685
2649,UDINE,Casa Renata,Beltramini Renata,Via Tissano,8,+39 0432 600232;+39 333 2834928,+39 0432 600232,casarenata@libero.it,http://www.bbcasarenata.it,3,5,"Feb 10 - Oct 30, Dec 05 - Dec 31",46.0220407,13.2669965
61080,UDINE,Friul,Venuti Riccardo,Via San Rocco,368,+39 338 9992725;+39 0432 232355,+39 0432 232355,rickonline@tin.it,,1,3,Jan 01 - Dec 31,46.0506433,13.209216
54240,UDINE,La Luna E Le Stelle,Rizzi Amalfia,Via Brescia, 11/1,+39 0432 403428;+39 340 8360851,+39 0432 403428,amalfia@virgilio.it,http://www.lunastelle.it,1,2,"Jan 01 - Mar 24, Apr 07 - Jul 15, Aug 16 - Sep 04, Sep 15 - Dec 10",46.0876518,13.1985085
61120,UDINE,,Scala Carlo,Via Monte Hermada,1,+39 335 7559957;+39 393 9303643,,info.pianobb@gmail.com,,2,6,Jan 01 - Dec 31,46.071527,13.2387049
35341,UDINE,Scenarium,Bielcikova Slava,Viale Venezia,184,+39 329 4946124;+39 329 4946124,,scenarium@alice.it,http://www.scenariumudine.com,3,8,Jan 01 - Dec 31,46.0563412,13.2198313
62620,UDINE,,Ana Mercedes,Via Adige,45,+39 340 3930870;+39 0432 1744343,,,,1,2,Jan 01 - Dec 31,46.1610528,13.1750234
33180,UDINE,Al Gatto Rosso,Contardo Fabio,Via Baldasseria Media,129,+39 328 2660808,,info@algattorosso.com,http://www.algattorosso.com,4,8,"Jan 01 - Jan 06, Jan 18 - Feb 17, Mar 01 - Dec 31",46.04413865,13.2584328748223
46240,UDINE,Al Giglio Bianco,Levi Gigliola,Via Campagnola,60,+39 349 2228475,+39 0432 480725,gigliobiancoud@yahoo.it,,2,4,"Jan 01 - Jan 14, Feb 15 - Mar 14, Apr 15 - Sep 30, Nov 01 - Dec 31",46.0437614,13.2371649
61860,UDINE,Cinqueminutidacentroestazione,Lunazzi Melania,Via Teobaldo Ciconi,18,+39 349 5208243,,l_melania@hotmail.com,,1,2,Jan 01 - Dec 31,46.0570391,13.2369921
56960,UDINE,Il Posto di Zaffira,Secchi Maria,Via Monzambano,138,+39 338 3000414;+39 0432 582254,,mzaffira@gmail.com,,2,4,Jan 01 - Dec 31,46.0609372,13.2559767
54840,UDINE,La 12° Notte,Linda Alessandra,Via Cormons,25,+39 0432 482562;+39 393 1474922,,alessandralinda@aruba.it,,2,3,Apr 15 - Dec 31,46.0752919,13.232562
55560,UDINE,Madonnetta,Mazzucchelli Andrea,Via della Madonnetta,51,+39 0432 524201;+39 338 2165433,,andmazud@hotmail.it,,4,7,Jan 01 - Dec 31,46.0495434,13.2447027
56440,UDINE,Marameo,Carnevali Mauro,Via Tavagnacco, 64/12,+39 335 6399172;+39 340 6161708,+39 0432 644007,bedbreakfastmarameo@gmail.com,,3,5,Apr 16 - Dec 31,46.0867857,13.2306058
68242,UDINE,Accanto Al Focolare 2,Lazzati Fabrizio,Via Baldasseria Bassa,237,+39 348 7210734,,lazzatifabrizio@gmail.com,,1,2,May 01 - Dec 31,46.0398986,13.2553555
65201,UDINE,Civico 51,Merlo Angela,Via Gorizia,51,+39 347 7770474,,info@civico51.it,,3,7,Jan 01 - Dec 31,46.075645,13.2392088
62220,UDINE,Plume,Fattori Daniela,Via Pinerolo,9,+39 329 7447225,,fattoridaniela@gmail.com,,2,6,Jan 01 - Dec 31,46.0883808,13.231716
37720,UDINE,Agli Schnauzer,Cappelletti Fiammetta,Via Capodistria,57,+39 0432 481211;+39 339 7687112,,fiammettacap@yahoo.it,,2,5,"Jan 01 - Jan 20, Feb 01 - Nov 17, Nov 29 - Dec 31",46.074676,13.2481886
37000,UDINE,Ai Tigli,Stefini Emanuela,Via Monzambano, 54/2,+39 0432 283198;+39 330 714853,,emanuela.stefini@gmail.com,http://www.dormireaudine.it,3,6,"Jan 15 - Aug 04, Aug 19 - Nov 03, Nov 18 - Dec 31",46.0609372,13.2559767
2645,UDINE,Al Borgo Vecchio,Pigani Sandra,Via Cussignacco, 48/4,+39 0432 25091;+39 339 6242164,,sandra.pigani@gmail.com,,3,5,"Jan 01 - Aug 10, Aug 26 - Dec 31",46.0290371,13.2212863
33344,UDINE,,Pintor Andrea,Viale Trieste,18,+39 0432 510468;+39 335 5455330,+39 0432 510468,linozp@gmail.com,,2,5,"Jan 01 - Jul 28, Aug 26 - Dec 31",46.0677691,13.2451637
2566,UDINE,,,Via del Bon,548,+39 0432 581172;+39 329 9827582,,alvecchionoce@libero.it,http://www.alvecchionoce.com,3,6,Jan 05 - Dec 24,46.0694763,13.2795508
33342,UDINE,Alla Gledizia,Lestani Lorenzo,Viale Cadore, 2/A,+39 334 3653046,,allagledizia@alice.it,,3,6,"Jan 02 - Aug 01, Aug 16 - Dec 23",46.0685371,13.2182292
42080,UDINE,B & B Dei Musicanti,Biondi Roberto,Via Gorizia,18,+39 0432 470421;+39 320 0439320,,bbdeimusicanti@email.it,http://www.bbmusicanti.it,1,2,"Jan 10 - Jul 31, Aug 10 - Dec 20",46.072367,13.2391468
43680,UDINE,Borgo Nuvola,Calligaris Pamela,Via Risano, 19/4,+39 338 6045489;+39 338 6045489,,bb.borgonuvola@gmail.com,http://www.borgonuvola.it,2,3,"Jan 06 - Feb 10, Mar 20 - May 30, Jun 10 - Jun 30, Jul 15 - Aug 20, Sep 01 - Dec 31",46.0429685,13.2567667
2392,UDINE,Camera Con Vista,Asquini Fabiola,Via Daniele Manin,16,+39 0432 501174;+39 338 5675241,+39 0432 501174,fabiola.asquini@libero.it,http://www.manin16.it,1,3,"Jan 01 - Jan 15, Feb 01 - Dec 31",46.0639,13.2375008
2551,UDINE,,,Via della Madonnetta,44,+39 0432 602723,,annabo.chi@libero.it,,3,6,"Jan 15 - Aug 15, Sep 01 - Dec 15",46.0493084,13.2433717
2501,UDINE,Casa Daniela,Zoratti Franco,Via Pradamano,88,+39 0432 522992;+39 338 1032219,,info@casadaniela.com,http://www.casadaniela.com,2,4,"Jan 01 - May 30, Jun 16 - Dec 31",46.0527544,13.2571224
37721,UDINE,,Gobbo Franca,Via Fruch,37,+39 0432 281028;+39 339 5037566,+39 0432 281028,,,3,6,"Jan 01 - Jan 31, Mar 16 - Dec 31",46.1232027,13.1799691
32379,UDINE,Da Cathy,Galliussi Gabriella,Via Francesco di Toppo, 19/3,+39 0432 1790713;+39 347 5146435,,cathybb07@yahoo.it,,2,3,"Jan 02 - Aug 14, Aug 17 - Dec 22",46.0706183,13.2319056
2646,UDINE,Dimora Montegnacco,Trombetta Vittorio,Via Cussignacco, 48/3,+39 0432 204698;+39 333 3357540,+39 0432 204698,info@dimoramontegnacco.it,http://www.dimoramontegnacco.it,3,6,"Jan 01 - Jan 05, Mar 02 - Jul 05, Jul 20 - Jul 31, Aug 10 - Nov 09, Nov 13 - Nov 23, Nov 27 - Dec 09, Dec 21 - Dec 31",46.0290371,13.2212863
2625,UDINE,,Mary Ann,Via Cividale,290,+39 0432 281863;+39 349 2640481  327 7471874,,maryann.mccoy@gmail.com,http://www.bbjennysgarden.com,3,5,"Jan 01 - Aug 01, Aug 15 - Aug 20",46.0722371,13.2559334
35340,UDINE,Jenny S Garden,Moreale Jennifer,Via Cividale, 290/1,+39 0432 281863;+39 327 7471874,,bbjennysgarden@gmail.com,http://www.bbjennysgarden.com,2,4,"Jan 01 - Aug 01, Aug 15 - Dec 20",46.0716253,13.2530047
2533,UDINE,La Calesita,Cozzolino Elisa,Via Ermes di Colloredo, 11/6,+39 339 4356095;+39 0432 204108,,siame@libero.it,,3,5,"Jan 15 - Mar 29, Apr 02 - Jun 30, Sep 15 - Oct 15, Nov 01 - Dec 15",46.0717383,13.2340117
2643,UDINE,,Maria Teresa,Via Ermes di Colloredo, 11/6,+39 0432 45138;+39 347 8357639;+39 347 8357639,+39 0432 45138,bbmariateresa@libero.it,,2,5,"Jan 01 - May 15, Jun 15 - Dec 31",46.0717383,13.2340117
35481,UDINE,Tre Cuori,Ardoino Cristiana,Via Capodistria, 43/1,+39 0432 481211;+39 347 4946141,,3cuori@gmail.com,,2,5,"Jan 01 - Feb 01, Feb 15 - Jun 15, Jul 05 - Dec 31",46.0742567,13.2484804
65160,VARMO,Villa Bartolini,Tammaro Massimo,Via Due Platani,15,+39 392 8268213,,,,3,8,Mar 01 - Nov 15,45.9008472,12.9789134
62562,VARMO,Ai Prati,Guatelli Dante,Via dei prati,17,+39 338 2048548,,,,4,8,"Jan 01 - Jan 08, Jan 28 - Oct 13, Oct 23 - Dec 31",45.8939446,13.0203539
41600,VENZONE,Capelli D Angelo,Cancellieri Elisa,Via Alberton del Colle,1,+39 3493661292,,elisacancellieri81@gmail.com,,2,5,"Jan 01 - Feb 15, Apr 15 - Oct 31, Dec 15 - Dec 31",46.3338996,13.1384768
71140,VENZONE,,,Via degli Alpini,21,+39 346 7333960;+39 346 7333960,,info@jasminavenzone.it,http://www.jasminavenzone.it,3,6,Jan 01 - Dec 31,46.3300649,13.138765
54367,VERZEGNIS,La Gerla Blu,Paschini Pietro,Via Vittorio Cella,7,+39 0433 44646;+39 333 3375166,,lagerlablu@virgilio.it,,4,8,"Jan 01 - Jan 15, Mar 16 - Oct 31, Dec 01 - Dec 31",46.3883685,12.9923644
46161,VILLA VICENTINA,B&B Casa Perini,Perini Ludovica,Via Giuseppe Garibaldi, 52/A,+39 335 5919471,,info@casaperini.it,http://www.casaperini.it/,3,6,"Mar 15 - Oct 31, Nov 20 - Dec 31",45.8216739,13.3844589
